from_tracklet_id,to_tracklet_id,from_raw_track_id,to_raw_track_id,from_end_frame,to_start_frame,gap_frames,predicted_distance_px,size_ratio,link_cost,link_status,review_status
mot_0004_tl01,mot_0004_tl02,mot_0004,mot_0004,18,20,1,0.06,1.00,2.06,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0009_tl01,mot_0009_tl02,mot_0009,mot_0009,18,20,1,0.35,1.01,2.35,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0009_tl02,mot_0009_tl03,mot_0009,mot_0009,27,29,1,0.29,1.01,2.29,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0001_tl01,mot_0001_tl02,mot_0001,mot_0001,70,74,3,0.62,1.16,6.62,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0009_tl03,mot_0009_tl04,mot_0009,mot_0009,97,99,1,0.63,1.01,2.63,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0009_tl04,mot_0009_tl05,mot_0009,mot_0009,115,117,1,0.10,1.00,2.10,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0009_tl05,mot_0009_tl06,mot_0009,mot_0009,122,124,1,0.16,1.00,2.16,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0009_tl06,mot_0009_tl07,mot_0009,mot_0009,132,134,1,0.27,1.01,2.27,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl01,mot_0011_tl02,mot_0011,mot_0011,133,135,1,0.03,1.00,2.03,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0009_tl07,mot_0009_tl08,mot_0009,mot_0009,141,143,1,0.84,1.00,2.84,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0008_tl01,mot_0008_tl02,mot_0008,mot_0008,171,176,4,2.27,1.02,10.27,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0009_tl08,mot_0009_tl09,mot_0009,mot_0009,171,173,1,0.96,1.03,2.96,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0006_tl01,mot_0166_tl01,mot_0006,mot_0166,279,282,2,6.36,1.63,13.36,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0009_tl09,mot_0009_tl10,mot_0009,mot_0009,308,311,2,2.69,1.06,6.69,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0009_tl10,mot_0009_tl11,mot_0009,mot_0009,325,327,1,0.48,1.06,2.48,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0007_tl01,mot_0007_tl02,mot_0007,mot_0007,346,349,2,0.77,1.09,4.77,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0189_tl01,mot_0189_tl02,mot_0189,mot_0189,405,407,1,4.16,1.18,6.16,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0209_tl01,mot_0209_tl02,mot_0209,mot_0209,646,648,1,6.46,1.05,8.46,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0209_tl02,mot_0209_tl03,mot_0209,mot_0209,658,660,1,0.17,1.03,2.17,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0226_tl01,mot_0226_tl02,mot_0226,mot_0226,705,712,6,0.43,1.01,12.43,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0010_tl01,mot_0010_tl02,mot_0010,mot_0010,711,713,1,0.36,1.01,2.36,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0226_tl03,mot_0226_tl04,mot_0226,mot_0226,720,722,1,0.02,1.00,2.02,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0226_tl04,mot_0226_tl05,mot_0226,mot_0226,731,733,1,0.03,1.00,2.03,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0226_tl05,mot_0226_tl06,mot_0226,mot_0226,749,751,1,0.16,1.00,2.16,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0235_tl01,mot_0235_tl02,mot_0235,mot_0235,749,751,1,8.78,1.08,10.78,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0226_tl06,mot_0226_tl07,mot_0226,mot_0226,751,753,1,0.08,1.00,2.08,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0235_tl02,mot_0235_tl03,mot_0235,mot_0235,755,757,1,2.36,1.16,4.36,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0235_tl03,mot_0235_tl04,mot_0235,mot_0235,757,759,1,1.88,1.01,3.88,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0235_tl04,mot_0235_tl05,mot_0235,mot_0235,830,832,1,1.06,1.01,3.06,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl02,mot_0011_tl03,mot_0011,mot_0011,913,915,1,0.30,1.01,2.30,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl03,mot_0011_tl04,mot_0011,mot_0011,1035,1037,1,0.15,1.00,2.15,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl04,mot_0011_tl05,mot_0011,mot_0011,1124,1126,1,0.14,1.01,2.14,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl05,mot_0011_tl06,mot_0011,mot_0011,1144,1146,1,0.11,1.00,2.11,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0392_tl01,mot_0392_tl02,mot_0392,mot_0392,1304,1306,1,1.42,1.01,3.42,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl01,mot_0420_tl02,mot_0420,mot_0420,1378,1382,3,2.03,1.13,8.03,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl06,mot_0011_tl07,mot_0011,mot_0011,1385,1387,1,0.29,1.00,2.29,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl03,mot_0420_tl04,mot_0420,mot_0420,1394,1396,1,0.09,1.03,2.09,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl04,mot_0420_tl05,mot_0420,mot_0420,1396,1398,1,1.20,1.04,3.20,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl05,mot_0424_tl03,mot_0420,mot_0424,1402,1411,8,12.55,1.50,31.55,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0424_tl03,mot_0424_tl04,mot_0424,mot_0424,1438,1440,1,1.21,1.01,3.21,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0424_tl04,mot_0424_tl05,mot_0424,mot_0424,1445,1447,1,0.76,1.02,2.76,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl07,mot_0011_tl08,mot_0011,mot_0011,1475,1477,1,0.51,1.01,2.51,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0424_tl05,mot_0424_tl06,mot_0424,mot_0424,1512,1514,1,6.92,1.03,8.92,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0424_tl06,mot_0424_tl07,mot_0424,mot_0424,1518,1520,1,1.05,1.02,3.05,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl08,mot_0011_tl09,mot_0011,mot_0011,1527,1529,1,0.96,1.00,2.96,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0488_tl01,mot_0488_tl02,mot_0488,mot_0488,1536,1539,2,0.54,1.01,4.54,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0527_tl01,mot_0527_tl02,mot_0527,mot_0527,1541,1544,2,6.90,1.00,10.90,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0392_tl02,mot_0392_tl03,mot_0392,mot_0392,1543,1548,4,2.93,1.02,10.93,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0488_tl02,mot_0488_tl03,mot_0488,mot_0488,1556,1563,6,1.11,1.04,13.11,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl09,mot_0011_tl10,mot_0011,mot_0011,1563,1565,1,0.19,1.00,2.19,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0527_tl03,mot_0527_tl04,mot_0527,mot_0527,1572,1574,1,4.89,1.02,6.89,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0488_tl03,mot_0488_tl04,mot_0488,mot_0488,1577,1579,1,0.53,1.00,2.53,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0488_tl04,mot_0488_tl05,mot_0488,mot_0488,1580,1582,1,0.28,1.00,2.28,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0588_tl01,mot_0588_tl02,mot_0588,mot_0588,1619,1622,2,4.81,1.04,8.81,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0570_tl01,mot_0570_tl02,mot_0570,mot_0570,1644,1646,1,1.52,1.19,3.52,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0394_tl01,mot_0394_tl02,mot_0394,mot_0394,1660,1662,1,4.61,1.15,6.61,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0588_tl02,mot_0588_tl03,mot_0588,mot_0588,1662,1664,1,5.33,1.26,7.33,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0588_tl03,mot_0588_tl04,mot_0588,mot_0588,1667,1670,2,4.76,1.21,8.76,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl01,mot_0622_tl02,mot_0622,mot_0622,1722,1724,1,0.69,1.04,2.69,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl02,mot_0622_tl03,mot_0622,mot_0622,1724,1727,2,3.14,1.01,7.14,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl03,mot_0622_tl04,mot_0622,mot_0622,1728,1731,2,1.38,1.05,5.38,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl04,mot_0622_tl05,mot_0622,mot_0622,1740,1742,1,0.93,1.05,2.93,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl05,mot_0622_tl06,mot_0622,mot_0622,1743,1746,2,1.57,1.06,5.57,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl06,mot_0622_tl07,mot_0622,mot_0622,1747,1749,1,2.83,1.04,4.83,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl07,mot_0622_tl08,mot_0622,mot_0622,1749,1752,2,5.47,1.05,9.47,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl08,mot_0622_tl09,mot_0622,mot_0622,1759,1766,6,5.00,1.24,17.00,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl09,mot_0622_tl10,mot_0622,mot_0622,1766,1774,7,17.63,1.20,31.63,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl10,mot_0622_tl11,mot_0622,mot_0622,1774,1776,1,1.75,1.10,3.75,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl11,mot_0622_tl12,mot_0622,mot_0622,1790,1796,5,6.29,1.11,16.29,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl12,mot_0622_tl13,mot_0622,mot_0622,1819,1821,1,3.91,1.06,5.91,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl13,mot_0622_tl14,mot_0622,mot_0622,1822,1824,1,1.34,1.01,3.34,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl14,mot_0622_tl15,mot_0622,mot_0622,1824,1826,1,3.85,1.04,5.85,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0621_tl01,mot_0621_tl02,mot_0621,mot_0621,1826,1828,1,0.29,1.03,2.29,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl15,mot_0622_tl16,mot_0622,mot_0622,1826,1828,1,2.41,1.01,4.41,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl16,mot_0622_tl17,mot_0622,mot_0622,1831,1838,6,5.14,1.06,17.14,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl17,mot_0622_tl18,mot_0622,mot_0622,1838,1840,1,1.98,1.01,3.98,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl18,mot_0622_tl19,mot_0622,mot_0622,1844,1846,1,0.27,1.03,2.27,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl20,mot_0622_tl21,mot_0622,mot_0622,1858,1864,5,6.99,1.08,16.99,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl21,mot_0622_tl22,mot_0622,mot_0622,1872,1874,1,1.15,1.02,3.15,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl22,mot_0622_tl23,mot_0622,mot_0622,1884,1886,1,0.87,1.02,2.87,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl23,mot_0622_tl24,mot_0622,mot_0622,1886,1888,1,5.22,1.03,7.22,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0670_tl01,mot_0670_tl02,mot_0670,mot_0670,1919,1921,1,1.71,1.13,3.71,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl24,mot_0622_tl25,mot_0622,mot_0622,1936,1940,3,0.78,1.01,6.78,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0622_tl25,mot_0622_tl26,mot_0622,mot_0622,1940,1944,3,3.65,1.04,9.65,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0621_tl02,mot_0621_tl03,mot_0621,mot_0621,1981,1983,1,0.37,1.01,2.37,ACCEPT_CANDIDATE,AUTO_ACCEPT
